transaction_id,customer_id,signup_date,purchase_date,amount,item_category,is_returned
TXN5453,C-1199,2025-01-14,2025-02-05,383.11,Home,TRUE
TXN5454,C-3377,NULL,2025-02-20,1019.26,Automotive,FALSE
TXN5455,C-4526,2025-12-11,2025-12-25,369.59,Sports,TRUE
TXN5456,C-5222,2025-08-17,2025-09-13,-118.13,Home,FALSE
TXN5457,C-4162,2025-11-06,2025-11-10,758.77,Apparel,TRUE
TXN5458,C-3284,2025-10-16,2025-10-20,483.76,Electronics,FALSE
TXN5459,C-3873,2025-03-13,2025-04-01,1126.31,Sports,FALSE
TXN5460,C-2122,2024-12-15,2025-01-06,970.41,Electronics,FALSE
TXN5461,C-1130,2024-12-14,2025-01-05,860.62,Home,FALSE
TXN5462,C-1960,NULL,2025-06-29,1084.06,Electronics,FALSE
TXN5463,C-979,2025-01-11,2025-01-30,931.79,Sports,FALSE
TXN5464,C-3320,2025-10-16,2025-11-08,121.68,Electronics,FALSE
TXN5465,C-3228,2025-07-31,2025-08-05,853.89,Electronics,FALSE
TXN5466,C-1926,2025-04-07,2025-04-19,99.21,Sports,FALSE
TXN5467,C-3674,2025-10-05,2025-10-31,1126.95,Beauty,TRUE
TXN5468,C-2847,2025-06-08,2025-07-06,404.15,Electronics,FALSE
TXN5469,C-5666,NULL,2025-01-10,978.96,Home,FALSE
TXN5470,C-900,2025-03-21,2025-04-04,768.69,Beauty,FALSE
TXN5471,C-1893,2025-07-15,2025-08-11,14.28,Home,NULL
TXN5472,C-939,2025-04-26,2025-05-07,91.06,Apparel,FALSE
TXN5473,C-4470,2025-01-29,2025-02-17,737.24,Apparel,FALSE
TXN5474,C-2861,2025-10-16,2025-10-26,743.82,Sports,FALSE
TXN5475,C-2214,2025-09-17,2025-09-20,547.39,Apparel,FALSE
TXN5476,C-3354,2025-10-30,2025-11-27,729.80,Beauty,FALSE
TXN5477,C-936,NULL,2025-06-22,747.29,Automotive,TRUE
TXN5478,C-5205,2024-12-22,2025-01-19,276.56,Automotive,NULL
TXN5479,C-1304,2024-12-27,2025-01-18,609.28,Beauty,FALSE
TXN5480,C-5285,2025-10-10,2025-10-20,871.44,Home,TRUE
TXN5481,C-564,2025-05-20,2025-06-02,400.09,Electronics,FALSE
TXN5482,C-2500,2025-11-04,2025-11-09,701.07,Home,FALSE
TXN5483,C-5856,2025-04-11,2025-05-10,1163.94,Home,FALSE
TXN5484,C-4222,2025-12-27,2026-01-14,474.03,Beauty,FALSE
TXN5485,C-3828,2024-12-25,2025-01-17,888.33,Apparel,FALSE
TXN5486,C-5330,2025-02-16,2025-03-04,93.18,Beauty,FALSE
TXN5487,C-3644,2025-02-04,2025-02-12,71.95,Automotive,TRUE
TXN5488,C-1793,2025-10-02,2025-10-10,1100.39,Apparel,FALSE
TXN5489,C-3075,2026-01-14,2026-01-16,694.29,Beauty,FALSE
TXN5490,C-4952,2025-07-10,2025-07-10,1101.88,Electronics,FALSE
TXN5491,C-3509,2025-01-19,2025-02-04,46.42,Electronics,FALSE
TXN5492,C-2016,2026-01-04,2026-01-23,828.32,Apparel,FALSE
TXN5493,C-5748,2025-01-31,2025-02-25,1090.06,Electronics,TRUE
TXN5494,C-2364,2025-05-24,2025-06-11,37.98,Beauty,FALSE
TXN5495,C-3890,2025-12-30,2026-01-27,534.89,Automotive,FALSE
TXN5496,C-1262,2025-04-04,2025-04-09,641.39,Electronics,FALSE
TXN5497,C-5755,2025-04-25,2025-05-08,698.95,Sports,FALSE
TXN5498,C-1551,2025-12-23,2026-01-18,292.33,Sports,TRUE
TXN5499,C-347,2025-11-20,2025-12-06,504.01,Sports,NULL
TXN5500,C-2343,2025-01-30,2025-02-20,1185.73,Automotive,FALSE
TXN5501,C-4228,2025-04-17,2025-05-07,703.29,Sports,NULL
TXN5502,C-4336,2025-07-05,2025-07-15,1124.98,Sports,FALSE
TXN5503,C-5563,2025-07-18,2025-08-15,222.19,Home,TRUE
TXN5504,C-3582,NULL,2025-12-15,1114.09,Sports,TRUE
TXN5505,C-450,2025-03-24,2025-04-21,839.49,Home,TRUE
TXN5506,C-532,2025-09-12,2025-10-08,-16.14,Apparel,TRUE
TXN5507,C-627,2024-12-29,2025-01-18,307.49,Sports,NULL
TXN5508,C-2066,2025-09-06,2025-09-10,324.84,Home,TRUE
TXN5509,C-3775,2024-12-23,2025-01-12,-4.79,Apparel,NULL
TXN5510,C-4047,2026-01-26,2026-01-30,50.84,Sports,TRUE
TXN5511,C-2657,NULL,2025-10-03,1198.74,Sports,FALSE
TXN5512,C-5797,2025-01-30,2025-02-05,38.65,Apparel,FALSE
TXN5513,C-1664,NULL,2025-01-09,503.65,Home,NULL
TXN5514,C-970,2025-03-17,2025-03-24,370.06,Home,FALSE
TXN5515,C-1236,2025-08-22,2025-09-13,248.03,Automotive,TRUE
TXN5516,C-5430,2025-06-21,2025-07-02,455.27,Automotive,FALSE
TXN5517,C-3752,2025-09-01,2025-09-08,52.70,Home,FALSE
TXN5518,C-4303,2025-07-08,2025-07-08,1024.39,Apparel,FALSE
TXN5519,C-3663,2025-04-24,2025-05-16,477.96,Apparel,FALSE
TXN5520,C-5720,NULL,2025-03-26,883.30,Home,NULL
TXN5521,C-287,2025-04-14,2025-04-18,128.80,Electronics,TRUE
TXN5522,C-1399,2025-03-10,2025-03-17,1156.43,Automotive,FALSE
TXN5523,C-3775,2025-11-09,2025-11-10,909.40,Automotive,FALSE
TXN5524,C-3099,2025-10-01,2025-10-30,781.20,Electronics,FALSE
TXN5525,C-3040,2025-06-10,2025-07-04,228.47,Automotive,NULL
TXN5526,C-5137,2025-04-16,2025-05-15,702.27,Sports,TRUE
TXN5527,C-3676,2025-02-25,2025-02-27,845.52,Beauty,FALSE
TXN5528,C-2609,2025-06-21,2025-06-22,619.46,Home,FALSE
TXN5529,C-3200,2025-05-23,2025-06-04,902.92,Sports,NULL
TXN5530,C-2589,2025-01-01,2025-01-15,197.19,Automotive,FALSE
TXN5531,C-5381,2025-11-14,2025-12-02,207.52,Electronics,NULL
TXN5532,C-2150,2025-05-08,2025-05-11,431.69,Sports,NULL
TXN5533,C-3383,2025-05-04,2025-06-01,444.85,Sports,FALSE
TXN5534,C-5151,NULL,2025-10-23,978.89,Home,FALSE
TXN5535,C-3793,2025-10-25,2025-11-03,875.33,Electronics,FALSE
TXN5536,C-2294,2025-04-28,2025-05-25,615.19,Home,FALSE
TXN5537,C-205,2025-08-07,2025-08-17,693.63,Apparel,TRUE
TXN5538,C-1739,2025-02-28,2025-02-28,58.83,Electronics,FALSE
TXN5539,C-3771,2025-03-05,2025-03-16,740.87,Home,FALSE
TXN5540,C-4822,2025-05-13,2025-06-09,424.83,Automotive,FALSE
TXN5541,C-4758,2025-12-07,2025-12-21,51.17,Apparel,FALSE
TXN5542,C-4435,2025-09-14,2025-09-21,421.49,Beauty,FALSE
TXN5543,C-3166,2025-05-07,2025-05-08,467.95,Automotive,TRUE
TXN5544,C-3650,2025-10-05,2025-10-20,497.18,Beauty,TRUE
TXN5545,C-392,2025-04-08,2025-05-02,705.69,Apparel,FALSE
TXN5546,C-3839,2025-06-04,2025-06-21,531.37,Sports,FALSE
TXN5547,C-2059,NULL,2025-03-06,401.71,Home,FALSE
TXN5548,C-5751,2025-05-27,2025-06-04,102.99,Home,TRUE
TXN5549,C-4434,2025-11-27,2025-12-17,870.94,Apparel,FALSE
TXN5550,C-4579,2025-05-17,2025-06-14,646.59,Beauty,FALSE
TXN5551,C-3298,2025-05-24,2025-06-10,901.13,Beauty,FALSE
TXN5552,C-3832,2025-02-13,2025-02-25,-36.57,Electronics,TRUE
TXN5553,C-334,2025-09-21,2025-10-20,688.63,Apparel,FALSE
TXN5554,C-1812,2025-03-01,2025-03-19,577.84,Electronics,TRUE
TXN5555,C-3741,2025-06-28,2025-07-17,40.80,Automotive,FALSE
TXN5556,C-3225,2025-06-28,2025-07-02,1174.24,Beauty,NULL
TXN5557,C-3088,2025-10-26,2025-11-06,467.98,Apparel,FALSE
TXN5558,C-5228,2025-04-22,2025-04-22,567.32,Beauty,FALSE
TXN5559,C-1619,2025-06-15,2025-06-21,298.70,Automotive,FALSE
TXN5560,C-3596,2025-03-27,2025-04-20,1123.29,Automotive,FALSE
TXN5561,C-5120,2025-04-01,2025-04-11,1162.34,Apparel,FALSE
TXN5562,C-5413,2025-07-19,2025-08-16,235.37,Beauty,FALSE
TXN5563,C-3520,2025-03-06,2025-04-01,513.79,Apparel,NULL
TXN5564,C-158,2024-12-20,2025-01-19,726.17,Home,TRUE
TXN5565,C-3933,2025-07-20,2025-08-17,738.94,Electronics,FALSE
TXN5566,C-3201,2024-12-24,2025-01-05,767.41,Automotive,TRUE
TXN5567,C-4669,2025-05-10,2025-06-08,998.49,Sports,FALSE
TXN5568,C-1097,2025-11-29,2025-12-10,263.63,Electronics,FALSE
TXN5569,C-3879,2025-05-28,2025-06-12,819.87,Sports,TRUE
TXN5570,C-5708,2025-12-03,2025-12-25,824.88,Automotive,NULL
TXN5571,C-1156,2025-05-20,2025-05-24,699.16,Home,FALSE
TXN5572,C-2596,2025-05-29,2025-06-20,233.47,Automotive,NULL
TXN5573,C-5397,2025-05-07,2025-05-15,63.35,Sports,FALSE
TXN5574,C-1054,2024-12-25,2025-01-09,857.28,Beauty,FALSE
TXN5575,C-1088,NULL,2025-04-23,793.01,Sports,FALSE
TXN5576,C-2380,2025-10-11,2025-10-22,943.90,Sports,FALSE
TXN5577,C-4214,2025-10-31,2025-11-30,540.65,Beauty,FALSE
TXN5578,C-4962,2025-12-15,2025-12-24,541.85,Home,FALSE
TXN5579,C-3425,2024-12-25,2025-01-05,746.28,Apparel,FALSE
TXN5580,C-2781,2025-11-04,2025-11-12,854.63,Home,FALSE
TXN5581,C-1812,2025-12-10,2025-12-16,443.74,Electronics,FALSE
TXN5582,C-5223,2025-02-07,2025-03-01,919.83,Home,NULL
TXN5583,C-805,2025-05-06,2025-05-18,931.30,Apparel,TRUE
TXN5584,C-6039,2025-12-05,2025-12-19,965.70,Automotive,NULL
TXN5585,C-4513,2025-05-01,2025-05-25,160.77,Apparel,TRUE
TXN5586,C-2308,2025-10-30,2025-11-19,543.85,Beauty,FALSE
TXN5587,C-5807,2025-01-20,2025-02-03,1027.51,Apparel,NULL
TXN5588,C-4164,2025-02-12,2025-03-13,402.12,Beauty,NULL
TXN5589,C-3368,2025-02-08,2025-02-19,252.50,Home,FALSE
TXN5590,C-4544,2025-01-29,2025-02-09,424.82,Automotive,FALSE
TXN5591,C-1408,2025-10-09,2025-10-14,590.09,Beauty,FALSE
TXN5592,C-1212,2025-10-27,2025-11-08,279.49,Automotive,FALSE
TXN5593,C-1904,2025-02-25,2025-03-21,1154.34,Sports,FALSE
TXN5594,C-3686,2025-03-29,2025-04-11,911.19,Home,TRUE
TXN5595,C-3504,2025-10-25,2025-11-20,100.44,Electronics,TRUE
TXN5596,C-2599,2025-07-11,2025-07-24,676.91,Sports,FALSE
TXN5597,C-3427,2025-12-28,2026-01-19,1154.70,Beauty,FALSE
TXN5598,C-3193,2025-12-11,2026-01-01,666.21,Electronics,FALSE
TXN5599,C-5210,2025-02-02,2025-02-21,851.45,Beauty,FALSE
TXN5600,C-537,2025-12-31,2026-01-22,930.81,Electronics,NULL
TXN5601,C-1799,2025-01-30,2025-02-01,466.71,Beauty,FALSE
TXN5602,C-408,2025-11-15,2025-12-15,297.57,Automotive,FALSE
TXN5603,C-6034,2025-03-10,2025-03-28,225.34,Beauty,FALSE
TXN5604,C-1860,2026-01-10,2026-01-14,-88.25,Home,FALSE
TXN5605,C-4100,2025-08-08,2025-09-02,517.61,Electronics,NULL
TXN5606,C-3850,2024-12-31,2025-01-01,962.47,Beauty,TRUE
TXN5607,C-468,2025-08-01,2025-08-15,534.54,Sports,TRUE
TXN5608,C-421,2025-08-28,2025-09-14,937.31,Electronics,FALSE
TXN5609,C-2652,2025-11-08,2025-11-21,435.63,Home,TRUE
TXN5610,C-4619,2025-06-11,2025-06-30,964.94,Sports,FALSE
TXN5611,C-3196,2025-09-06,2025-10-04,651.38,Apparel,FALSE
TXN5612,C-4551,2025-04-30,2025-05-14,1125.23,Beauty,TRUE
TXN5613,C-2651,NULL,2025-04-28,435.19,Beauty,TRUE
TXN5614,C-723,2026-01-17,2026-01-18,1012.29,Sports,TRUE
TXN5615,C-3070,2025-06-13,2025-06-25,489.84,Sports,TRUE
TXN5616,C-4893,NULL,2025-06-17,68.96,Beauty,FALSE
TXN5617,C-472,NULL,2025-01-18,52.95,Beauty,TRUE
TXN5618,C-290,2026-01-04,2026-01-08,-52.54,Sports,FALSE
TXN5619,C-4787,2025-10-05,2025-10-25,816.76,Home,FALSE
TXN5620,C-1455,2025-09-09,2025-09-27,227.85,Automotive,FALSE
TXN5621,C-1225,2025-07-19,2025-07-28,976.62,Home,TRUE
TXN5622,C-5367,2025-07-13,2025-07-27,732.68,Sports,FALSE
TXN5623,C-2942,2026-01-13,2026-01-21,626.31,Beauty,FALSE
TXN5624,C-2369,NULL,2025-07-30,329.39,Home,FALSE
TXN5625,C-4801,2025-04-12,2025-04-27,1037.11,Electronics,FALSE
TXN5626,C-3197,2025-04-30,2025-05-12,246.38,Automotive,FALSE
TXN5627,C-550,2025-10-12,2025-10-28,784.73,Automotive,NULL
TXN5628,C-2965,2025-11-27,2025-12-11,864.45,Home,FALSE
TXN5629,C-2498,2025-10-30,2025-11-18,955.11,Beauty,FALSE
TXN5630,C-1134,2025-04-18,2025-05-09,1195.43,Apparel,FALSE
TXN5631,C-5729,2025-09-19,2025-09-30,446.30,Beauty,NULL
TXN5632,C-540,2025-11-07,2025-11-09,254.86,Beauty,FALSE
TXN5633,C-4383,NULL,2025-05-21,918.32,Beauty,NULL
TXN5634,C-4220,2025-12-19,2026-01-01,22.16,Electronics,FALSE
TXN5635,C-2529,2025-10-11,2025-10-19,267.16,Beauty,FALSE
TXN5636,C-906,2025-06-02,2025-06-06,353.38,Electronics,FALSE
TXN5637,C-5124,2025-10-21,2025-10-31,963.27,Electronics,FALSE
TXN5638,C-4377,2025-11-02,2025-11-12,445.02,Beauty,FALSE
TXN5639,C-2047,2025-07-31,2025-08-07,375.41,Sports,FALSE
TXN5640,C-5765,2025-08-29,2025-09-13,811.41,Beauty,FALSE
TXN5641,C-4148,NULL,2025-05-26,300.51,Home,FALSE
TXN5642,C-4917,2025-07-08,2025-07-17,1149.74,Sports,TRUE
TXN5643,C-418,2025-09-28,2025-10-26,748.63,Electronics,FALSE
TXN5644,C-3679,2025-09-14,2025-10-01,1108.87,Electronics,FALSE
TXN5645,C-5999,2025-04-29,2025-05-05,893.58,Home,FALSE
TXN5646,C-1814,2025-09-28,2025-10-13,924.51,Beauty,NULL
TXN5647,C-2175,2025-06-22,2025-06-30,609.48,Sports,FALSE
TXN5648,C-3539,2025-04-01,2025-04-01,1013.15,Apparel,FALSE
TXN5649,C-651,2025-05-22,2025-05-27,124.35,Electronics,NULL
TXN5650,C-4753,2025-12-19,2025-12-22,310.12,Electronics,TRUE
TXN5651,C-5859,2025-02-07,2025-02-15,96.01,Electronics,FALSE
TXN5652,C-4384,2025-04-06,2025-04-09,788.24,Sports,FALSE
TXN5653,C-5248,2025-03-07,2025-03-25,1012.47,Automotive,FALSE
TXN5654,C-3924,2025-08-07,2025-08-21,369.89,Beauty,FALSE
TXN5655,C-1152,2025-05-10,2025-05-28,744.26,Apparel,FALSE
TXN5656,C-4623,2025-03-20,2025-03-21,724.82,Electronics,FALSE
TXN5657,C-4781,2025-03-18,2025-04-15,220.59,Automotive,NULL
TXN5658,C-3346,2025-12-15,2026-01-04,330.33,Beauty,FALSE
TXN5659,C-4546,2025-01-12,2025-01-23,860.89,Sports,FALSE
TXN5660,C-486,2025-11-23,2025-11-27,271.49,Beauty,FALSE
TXN5661,C-3744,2025-11-27,2025-12-04,648.92,Automotive,FALSE
TXN5662,C-1758,2025-11-20,2025-11-21,951.77,Apparel,FALSE
TXN5663,C-4651,2025-10-09,2025-10-22,804.33,Sports,FALSE
TXN5664,C-5753,2025-12-14,2025-12-31,163.29,Automotive,FALSE
TXN5665,C-2062,2025-11-03,2025-11-06,212.23,Electronics,TRUE
TXN5666,C-1373,2025-09-25,2025-10-17,1149.59,Automotive,FALSE
TXN5667,C-5607,2025-01-24,2025-02-04,89.38,Home,NULL
TXN5668,C-4939,2025-10-18,2025-10-25,746.29,Sports,FALSE
TXN5669,C-2659,2025-11-07,2025-11-27,783.23,Beauty,TRUE
TXN5670,C-4262,2025-03-15,2025-04-07,707.73,Automotive,FALSE
TXN5671,C-5221,2025-03-13,2025-04-08,347.70,Electronics,TRUE
TXN5672,C-328,2026-01-29,2026-01-30,721.17,Apparel,FALSE
TXN5673,C-3208,NULL,2025-10-09,465.69,Automotive,NULL
TXN5674,C-1181,2025-11-17,2025-11-17,1104.52,Apparel,NULL
TXN5675,C-5872,2025-08-12,2025-08-31,327.09,Apparel,TRUE
TXN5676,C-3866,2025-08-21,2025-09-20,-69.29,Home,FALSE
TXN5677,C-479,2025-01-22,2025-02-02,827.92,Sports,FALSE
TXN5678,C-5708,2025-05-25,2025-06-22,26.74,Apparel,FALSE
TXN5679,C-3290,2025-04-30,2025-05-02,439.36,Beauty,FALSE
TXN5680,C-4142,2025-01-17,2025-01-25,970.48,Beauty,FALSE
TXN5681,C-1545,2025-10-03,2025-10-24,551.04,Sports,FALSE
TXN5682,C-1198,2025-09-01,2025-09-05,420.86,Apparel,FALSE
TXN5683,C-5261,2025-06-12,2025-06-12,492.20,Electronics,FALSE
TXN5684,C-604,2025-05-10,2025-06-08,423.26,Sports,TRUE
TXN5685,C-5268,2025-06-09,2025-06-10,93.42,Apparel,FALSE
TXN5686,C-1739,2025-02-20,2025-03-21,1144.41,Sports,FALSE
TXN5687,C-4750,2025-05-24,2025-06-13,48.00,Sports,FALSE
TXN5688,C-4900,2025-10-12,2025-10-31,355.59,Electronics,FALSE
TXN5689,C-3287,2025-02-18,2025-03-09,1181.36,Electronics,TRUE
TXN5690,C-1640,2025-06-28,2025-07-16,149.31,Electronics,FALSE
TXN5691,C-2236,NULL,2026-01-27,325.38,Sports,FALSE
TXN5692,C-399,2026-01-13,2026-01-27,-123.56,Sports,FALSE
TXN5693,C-5796,2025-01-30,2025-02-20,713.64,Beauty,FALSE
TXN5694,C-4363,2025-05-14,2025-05-31,479.38,Electronics,FALSE
TXN5695,C-5705,2026-01-09,2026-02-03,1071.41,Sports,TRUE
TXN5696,C-4901,2025-11-15,2025-12-02,964.19,Electronics,NULL
TXN5697,C-2087,2025-05-31,2025-06-03,147.70,Home,FALSE
TXN5698,C-3901,2025-12-01,2025-12-28,270.02,Beauty,FALSE
TXN5699,C-1431,NULL,2025-04-15,558.29,Automotive,FALSE
TXN5700,C-1325,2025-06-04,2025-06-09,1067.23,Automotive,FALSE
TXN5701,C-749,2025-02-28,2025-03-07,-82.75,Sports,FALSE
TXN5702,C-5168,2025-10-28,2025-10-31,524.11,Beauty,FALSE
TXN5703,C-4081,2025-02-15,2025-03-01,1008.41,Automotive,TRUE
TXN5704,C-5967,2025-07-12,2025-07-30,1014.46,Home,TRUE
TXN5705,C-964,2025-04-25,2025-05-17,320.87,Beauty,FALSE
TXN5706,C-2359,2025-11-19,2025-11-24,349.50,Electronics,FALSE
TXN5707,C-4787,2025-06-13,2025-07-07,1041.14,Beauty,FALSE
TXN5708,C-3268,2025-06-25,2025-07-12,569.59,Sports,NULL
TXN5709,C-1319,2025-12-14,2026-01-01,24.72,Sports,FALSE
TXN5710,C-661,2025-09-17,2025-10-01,377.05,Electronics,FALSE
TXN5711,C-3286,2025-07-12,2025-08-08,923.52,Electronics,TRUE
TXN5712,C-242,2025-03-24,2025-04-06,938.90,Home,TRUE
TXN5713,C-5780,2025-05-19,2025-06-18,839.15,Sports,TRUE
TXN5714,C-5685,2025-08-07,2025-08-14,144.48,Beauty,TRUE
TXN5715,C-2091,2025-02-04,2025-02-07,682.96,Electronics,FALSE
TXN5716,C-2016,2025-06-04,2025-06-29,916.40,Sports,FALSE
TXN5717,C-4902,2025-03-19,2025-03-26,959.21,Home,TRUE
TXN5718,C-2534,2025-06-14,2025-07-06,637.58,Beauty,NULL
TXN5719,C-2049,2025-08-01,2025-08-14,1120.76,Sports,FALSE
TXN5720,C-192,2025-04-08,2025-04-28,1124.32,Beauty,FALSE
TXN5721,C-2996,2025-07-18,2025-07-20,951.72,Automotive,TRUE
TXN5722,C-2589,2025-10-19,2025-11-07,566.39,Home,FALSE
TXN5723,C-2550,2025-03-09,2025-03-14,870.01,Automotive,FALSE
TXN5724,C-5177,2025-01-11,2025-02-06,754.65,Beauty,FALSE
TXN5725,C-4770,NULL,2025-09-24,331.53,Electronics,FALSE
TXN5726,C-993,2025-01-24,2025-02-20,268.89,Beauty,FALSE
TXN5727,C-5829,2025-09-24,2025-09-25,207.02,Apparel,FALSE
TXN5728,C-1691,2025-10-04,2025-10-05,570.38,Beauty,FALSE
TXN5729,C-2141,NULL,2025-02-14,671.03,Home,FALSE
TXN5730,C-2467,2025-03-03,2025-03-05,60.55,Electronics,FALSE
TXN5731,C-2198,2025-12-25,2026-01-01,236.50,Sports,FALSE
TXN5732,C-5223,2025-05-27,2025-06-06,213.26,Apparel,FALSE
TXN5733,C-4824,2025-03-29,2025-03-31,719.65,Sports,TRUE
TXN5734,C-367,2026-01-03,2026-01-18,665.36,Apparel,NULL
TXN5735,C-2962,2025-01-22,2025-02-11,55.91,Sports,FALSE
TXN5736,C-121,2025-12-24,2025-12-27,769.69,Apparel,TRUE
TXN5737,C-1633,2025-10-28,2025-11-07,19.76,Home,FALSE
TXN5738,C-843,2025-07-20,2025-08-09,984.33,Sports,FALSE
TXN5739,C-1436,2025-02-04,2025-02-10,911.10,Electronics,FALSE
TXN5740,C-4609,2024-12-18,2025-01-07,438.84,Sports,FALSE
TXN5741,C-4979,2025-06-14,2025-06-20,60.67,Automotive,FALSE
TXN5742,C-3232,2024-12-27,2025-01-11,353.27,Automotive,NULL
TXN5743,C-5251,2025-05-21,2025-05-21,-101.56,Beauty,FALSE
TXN5744,C-4185,2025-07-27,2025-08-06,197.43,Apparel,NULL
TXN5745,C-4974,2025-07-14,2025-07-15,982.86,Electronics,FALSE
TXN5746,C-5320,2025-10-26,2025-10-28,441.09,Home,FALSE
TXN5747,C-2189,2025-02-27,2025-03-28,729.70,Sports,FALSE
TXN5748,C-2565,2025-11-24,2025-12-12,32.23,Apparel,FALSE
TXN5749,C-2074,2025-05-14,2025-06-10,858.17,Beauty,FALSE
TXN5750,C-2271,2025-03-30,2025-04-21,1040.21,Automotive,FALSE
TXN5751,C-1785,2025-05-09,2025-06-06,65.55,Apparel,FALSE
TXN5752,C-3608,2025-09-30,2025-10-28,288.46,Sports,FALSE
TXN5753,C-3914,2025-08-02,2025-08-05,605.10,Beauty,TRUE
TXN5754,C-1365,2025-11-16,2025-12-04,782.60,Automotive,FALSE
TXN5755,C-1992,2025-06-28,2025-06-28,311.96,Sports,TRUE
TXN5756,C-1158,2025-05-28,2025-06-24,1073.32,Apparel,FALSE
TXN5757,C-5068,NULL,2025-04-08,1041.45,Electronics,FALSE
TXN5758,C-2010,2025-04-14,2025-04-17,177.20,Electronics,TRUE
TXN5759,C-340,2025-04-28,2025-05-23,763.06,Electronics,TRUE
TXN5760,C-5773,2025-11-11,2025-11-11,1129.87,Beauty,NULL
TXN5761,C-3882,2025-08-12,2025-08-25,845.21,Sports,TRUE
TXN5762,C-1583,2025-11-02,2025-11-26,74.38,Home,FALSE
TXN5763,C-3231,2025-05-25,2025-06-09,547.54,Sports,NULL
TXN5764,C-2365,2025-09-21,2025-10-16,437.08,Automotive,FALSE
TXN5765,C-218,2025-11-01,2025-11-13,332.79,Automotive,FALSE
TXN5766,C-4996,2025-04-02,2025-04-27,311.59,Home,FALSE
TXN5767,C-456,2025-01-11,2025-02-10,1064.42,Sports,FALSE
TXN5768,C-3508,2025-05-13,2025-06-02,690.75,Home,FALSE
TXN5769,C-1177,2025-02-06,2025-03-01,262.17,Apparel,TRUE
TXN5770,C-5218,2025-11-20,2025-11-26,-132.70,Electronics,FALSE
TXN5771,C-1828,2026-01-08,2026-01-20,887.08,Home,FALSE
TXN5772,C-3505,2025-03-25,2025-04-08,-65.97,Electronics,TRUE
TXN5773,C-5295,2025-09-27,2025-10-08,612.48,Home,TRUE
TXN5774,C-5775,2025-12-03,2025-12-21,60.30,Beauty,NULL
TXN5775,C-5304,2025-02-22,2025-03-06,446.61,Sports,TRUE
TXN5776,C-4110,2025-11-06,2025-11-25,850.36,Home,FALSE
TXN5777,C-1927,NULL,2026-02-05,1096.93,Apparel,FALSE
TXN5778,C-939,2025-07-05,2025-07-23,553.10,Automotive,FALSE
TXN5779,C-5241,2025-09-02,2025-09-18,148.35,Beauty,FALSE
TXN5780,C-3360,2025-11-17,2025-12-12,231.65,Automotive,FALSE
TXN5781,C-1074,2025-06-18,2025-07-04,-11.62,Home,FALSE
TXN5782,C-4108,2026-01-14,2026-02-02,-13.13,Apparel,TRUE
TXN5783,C-2404,2025-03-04,2025-03-17,66.78,Apparel,TRUE
TXN5784,C-4786,2025-01-29,2025-01-31,159.86,Automotive,NULL
TXN5785,C-1902,2025-02-21,2025-03-19,211.33,Sports,FALSE
TXN5786,C-4896,2025-11-08,2025-12-07,454.30,Automotive,TRUE
TXN5787,C-3161,2025-03-22,2025-04-09,1078.43,Electronics,FALSE
TXN5788,C-3759,2025-10-03,2025-10-26,565.17,Beauty,FALSE
TXN5789,C-3558,2025-06-02,2025-06-20,530.00,Electronics,TRUE
TXN5790,C-835,2025-07-07,2025-07-12,534.57,Automotive,TRUE
TXN5791,C-1067,2025-10-09,2025-10-21,288.07,Electronics,FALSE
TXN5792,C-2387,2025-07-26,2025-07-26,386.17,Apparel,TRUE
TXN5793,C-3607,2025-05-12,2025-05-12,575.98,Automotive,FALSE
TXN5794,C-1587,2025-10-13,2025-11-06,146.64,Electronics,TRUE
TXN5795,C-1071,2025-03-26,2025-04-24,30.75,Apparel,FALSE
TXN5796,C-5639,2025-10-25,2025-11-07,1184.40,Electronics,FALSE
TXN5797,C-5524,2025-11-16,2025-12-12,180.40,Apparel,FALSE
TXN5798,C-1711,2025-01-19,2025-02-04,1074.97,Beauty,FALSE
TXN5799,C-3706,NULL,2025-01-24,1063.67,Automotive,FALSE
TXN5800,C-2225,2025-10-22,2025-10-25,329.84,Automotive,FALSE
TXN5801,C-798,2025-07-23,2025-08-18,1128.51,Automotive,FALSE
TXN5802,C-1911,2026-01-05,2026-01-28,271.32,Home,NULL
TXN5803,C-3063,2025-12-21,2026-01-01,239.29,Sports,NULL
TXN5804,C-5977,2025-09-17,2025-10-17,1114.15,Beauty,FALSE
TXN5805,C-770,2025-07-07,2025-07-09,165.35,Sports,FALSE
TXN5806,C-417,2025-07-23,2025-08-05,878.71,Automotive,FALSE
TXN5807,C-2893,2025-12-31,2026-01-27,557.91,Sports,FALSE
TXN5808,C-2034,2025-09-18,2025-09-21,1033.85,Electronics,FALSE
TXN5809,C-4452,2025-01-30,2025-02-21,665.80,Home,FALSE
TXN5810,C-3506,2025-03-04,2025-03-22,1134.10,Sports,FALSE
TXN5811,C-3201,2025-03-15,2025-04-09,639.91,Automotive,FALSE
TXN5812,C-3169,2025-07-19,2025-07-25,1046.23,Electronics,FALSE
TXN5813,C-357,2025-11-19,2025-12-07,901.26,Sports,TRUE
TXN5814,C-1269,2025-10-29,2025-11-21,852.83,Sports,NULL
TXN5815,C-3436,2025-06-01,2025-06-09,431.42,Electronics,FALSE
TXN5816,C-5229,2025-04-01,2025-04-16,262.18,Sports,FALSE
TXN5817,C-2717,2024-12-28,2025-01-19,737.39,Sports,TRUE
